order_id,first_name,last_name,email,age,city,product,category,quantity,unit_price,total_amount,payment_method,status,order_date
ORD0928,Fatima,Bouzid,fatima.bouzid540@email.com,62,Sidi Bel Abbes,Smartwatch,Peripherals,10.0,123290.82,1232908.2,Dahabia,completed,2025-09-12
ORD0981,Nour,Taleb,nour.taleb429@email.com,55,Bejaia,Webcam,Networking,9.0,74143.91,667295.19,Credit Card,pending,2025-07-03
ORD0972,Yasmine,Belkacem,yasmine.belkacem838@email.com,39,Blida,Router,Electronics,4.0,21314.9,85259.6,N/A,cancelled,2025-03-10
ORD0763,Meriem,Belkacem,meriem.belkacem892@email.com,18,Alger,Tablet,Peripherals,6.0,122964.54,737787.24,Cash,pending,2025-08-14
ORD0332,Lina,Cherif,lina.cherif385@email.com,20,Alger,Router,Storage,10.0,97819.95,978199.5,CIB,pending,2025-08-03
ORD0061,Sara,Saidi,sara.saidi546@email.com,49,Batna,RAM 16GB,Peripherals,2.0,76141.14,152282.28,BaridiMob,completed,2025-07-27
ORD0746,Bilal,Larbi,bilal.larbi828@email.com,45,Setif,Mouse,Accessories,4.0,28170.56,112682.24,Credit Card,shipped,2025-11-04
ORD0372,Omar,Khelifi,omar.khelifi752@email.com,52,Oran,SSD,Networking,3.0,18912.72,56738.16,Cash,cancelled,2025-11-09
ORD0093,Mohamed,Larbi,mohamed.larbi710@email.com,63,Batna,RAM 16GB,Electronics,6.0,127925.03,767550.18,Credit Card,cancelled,2025-06-21
ORD0723,Omar,Benali,omar.benali298@email.com,47,Setif,Monitor,Networking,8.0,136145.57,1089164.56,BaridiMob,returned,2025-11-21
ORD0491,Bilal,Belkacem,bilal.belkacem790@email.com,64,Alger,Printer,Accessories,8.0,58673.88,469391.04,BaridiMob,shipped,2025-03-21
ORD0463,Djamila,Benali,djamila.benali783@email.com,35,Tiaret,Printer,Electronics,8.0,55993.88,447951.04,BaridiMob,cancelled,2025-10-28
ORD0219,Ahmed,Ferhat,ahmed.ferhat24@email.com,27,Setif,Webcam,Networking,7.0,80024.07,560168.49,UNKNOWN,pending,2025-08-12
ORD0514,Sara,Belkacem,sara.belkacem828@email.com,25,Djelfa,Headphones,Electronics,1.0,138319.79,138319.79,BaridiMob,shipped,2025-07-14
ORD0621,Amina,Mebarki,amina.mebarki92@email.com,58,Sidi Bel Abbes,RAM 16GB,Networking,5.0,62725.23,313626.15,Dahabia,pending,2025-04-05
ORD0426,Samira,Hamidi,samira.hamidi861@email.com,24,Blida,Tablet,Peripherals,8.0,69695.83,557566.64,BaridiMob,shipped,2025-08-18
ORD0333,Hana,Benali,hana.benali327@email.com,53,Setif,Smartphone,Electronics,6.0,25930.73,155584.38,Dahabia,pending,2025-12-03
ORD0860,Sara,Zidane,sara.zidane651@email.com,21,Mostaganem,Printer,Electronics,7.0,103706.83,725947.81,Dahabia,completed,2025-10-01
ORD0990,Khaled,Taleb,khaled.taleb634@email.com,62,Oran,Monitor,Storage,3.0,123464.49,370393.47,Credit Card,returned,2025-02-27
ORD0583,Lina,Meziane,,63,Setif,Router,Electronics,4.0,65041.47,260165.88,Credit Card,cancelled,2025-11-11
ORD0356,Djamila,Ferhat,djamila.ferhat9@email.com,40,Annaba,Keyboard,Networking,5.0,107054.7,535273.5,BaridiMob,cancelled,2025-07-28
ORD0483,Lina,Hamidi,lina.hamidi481@email.com,18,Bejaia,Laptop,Storage,8.0,45291.77,362334.16,Dahabia,shipped,2025-10-08
ORD0546,Amina,Mebarki,amina.mebarki344@email.com,37,Djelfa,Router,Accessories,3.0,130388.37,391165.11,CIB,completed,2025-07-10
ORD0111,Rachid,Hamidi,rachid.hamidi195@email.com,39,Alger,Router,Storage,2.0,99583.93,199167.86,Credit Card,completed,2025-01-26
ORD0515,Nour,Belkacem,nour.belkacem669@email.com,54,Tiaret,SSD,Electronics,7.0,8592.13,60144.91,Credit Card,completed,2025-06-18
ORD0603,Djamila,Mansouri,djamila.mansouri125@email.com,29,Sidi Bel Abbes,Smartphone,Electronics,10.0,19921.13,199211.3,Credit Card,pending,2025-02-23
ORD0996,Fatima,Cherif,,28,Mostaganem,Tablet,Electronics,10.0,119512.36,1195123.6,Dahabia,returned,2025-01-10
ORD0508,Amina,Cherif,amina.cherif615@email.com,58,Tlemcen,Smartwatch,Peripherals,6.0,82737.16,496422.96,BaridiMob,shipped,2025-07-25
ORD0335,Fatima,Saidi,fatima.saidi211@email.com,21,Annaba,Headphones,Networking,9.0,40157.08,361413.72,BaridiMob,shipped,2025-04-04
ORD0849,Hana,Taleb,hana.taleb838@email.com,63,Sidi Bel Abbes,RAM 16GB,Storage,3.0,90754.56,272263.68,BaridiMob,returned,2025-04-17
ORD0295,Djamila,Bouzid,djamila.bouzid285@email.com,55,Alger,Keyboard,Electronics,9.0,138178.27,1243604.43,CIB,returned,2025-06-13
ORD0287,Meriem,Meziane,,26,Batna,Smartphone,Electronics,2.0,47346.05,94692.1,BaridiMob,pending,2025-07-25
ORD0939,Ali,Khelifi,ali.khelifi3@email.com,57,Sidi Bel Abbes,RAM 16GB,Networking,7.0,33010.75,231075.25,BaridiMob,returned,2025-01-15
ORD0448,Ali,Mansouri,ali.mansouri407@email.com,53,Mostaganem,Monitor,Storage,9.0,117676.37,1059087.33,Dahabia,pending,2025-06-18
ORD0693,Nour,Khelifi,nour.khelifi241@email.com,28,Biskra,Keyboard,Networking,2.0,136603.16,273206.32,Cash,shipped,2025-02-11
ORD0653,Mohamed,Belkacem,mohamed.belkacem116@email.com,57,Sidi Bel Abbes,Webcam,Electronics,3.0,101862.25,305586.75,Cash,shipped,2025-01-13
ORD0969,Amina,Zidane,amina.zidane404@email.com,43,Biskra,SSD,Accessories,2.0,21956.59,43913.18,Dahabia,pending,2025-08-21
ORD0278,Sara,Hamidi,sara.hamidi888@email.com,49,Biskra,Tablet,Accessories,4.0,22363.39,89453.56,BaridiMob,pending,2025-11-13
ORD0759,Ali,Saidi,ali.saidi694@email.com,32,,Tablet,Networking,1.0,121118.92,121118.92,BaridiMob,cancelled,2025-02-20
ORD0138,Bilal,Mansouri,bilal.mansouri311@email.com,20,Mostaganem,Keyboard,Networking,1.0,53115.36,53115.36,Cash,shipped,2025-08-15
ORD0502,Khaled,Meziane,khaled.meziane498@email.com,62,Annaba,Smartphone,Electronics,10.0,96441.87,964418.7,Dahabia,cancelled,2025-09-20
ORD0405,Lina,Ferhat,lina.ferhat603@email.com,61,Bejaia,USB Cable,Networking,4.0,116533.94,466135.76,CIB,shipped,2025-08-06
ORD0524,Mohamed,Khelifi,mohamed.khelifi758@email.com,64,Bejaia,Monitor,Accessories,9.0,78728.25,708554.25,BaridiMob,returned,2025-08-20
ORD0781,Omar,Meziane,omar.meziane381@email.com,21,Setif,Mouse,Peripherals,5.0,73145.87,365729.35,CIB,pending,2025-10-14
ORD0978,Lina,Mebarki,lina.mebarki272@email.com,42,Mostaganem,Smartwatch,Electronics,1.0,129326.24,129326.24,CIB,pending,2025-06-05
ORD0581,Djamila,Larbi,djamila.larbi458@email.com,23,Annaba,Monitor,Peripherals,5.0,85756.32,428781.6,BaridiMob,cancelled,2025-12-12
ORD0238,Omar,Khelifi,omar.khelifi197@email.com,47,Djelfa,Printer,Peripherals,6.0,40465.05,242790.3,Dahabia,completed,2025-06-13
ORD0989,Amine,Cherif,amine.cherif314@email.com,65,Sidi Bel Abbes,Monitor,Storage,3.0,41138.23,123414.69,Cash,returned,2025-07-05
ORD0216,Samira,Saidi,samira.saidi718@email.com,29,Alger,Printer,Electronics,2.0,147927.52,295855.04,Dahabia,completed,2025-05-14
ORD0895,Ahmed,Mansouri,ahmed.mansouri369@email.com,23,Tiaret,Laptop,Peripherals,,35417.02,283336.16,Dahabia,cancelled,2025-12-20
ORD0245,Meriem,Khelifi,meriem.khelifi365@email.com,33,Bejaia,Headphones,Storage,3.0,102114.38,306343.14,Dahabia,completed,2025-10-10
ORD0553,Youssef,Hamidi,youssef.hamidi483@email.com,57,Constantine,Smartphone,Peripherals,6.0,79294.38,475766.28,Credit Card,pending,2025-12-07
ORD0838,Mohamed,Hamidi,mohamed.hamidi310@email.com,-10,Sidi Bel Abbes,Router,Peripherals,4.0,105993.57,423974.28,CIB,returned,2025-05-01
ORD0864,Lina,Saidi,lina.saidi178@email.com,35,Oran,Headphones,Peripherals,1.0,58683.41,58683.41,Dahabia,pending,2025-02-22
ORD0668,Hana,Saidi,hana.saidi798@email.com,30,Tlemcen,Headphones,Peripherals,3.0,15811.47,47434.41,CIB,returned,2025-04-27
ORD0622,Ali,Cherif,ali.cherif462@email.com,57,Batna,Monitor,Accessories,10.0,103905.2,1039052.0,Credit Card,pending,2025-12-16
ORD0079,Meriem,Boudiaf,meriem.boudiaf83@email.com,54,Djelfa,Laptop,Storage,6.0,90755.19,544531.14,Cash,completed,2025-04-22
ORD0030,Bilal,Zidane,bilal.zidane557@email.com,26,Sidi Bel Abbes,Keyboard,Networking,,1669.55,15025.95,Credit Card,shipped,2025-11-04
ORD0451,Youssef,Zidane,youssef.zidane149@email.com,56,Tlemcen,Smartwatch,Networking,7.0,13677.03,95739.21,BaridiMob,pending,2025-06-03
ORD0290,Omar,Khelifi,omar.khelifi284@email.com,60,Biskra,Smartphone,Accessories,9.0,90349.36,813144.24,Credit Card,shipped,2025-12-01
ORD0050,Hana,Khelifi,hana.khelifi279@email.com,63,Blida,Mouse,Networking,2.0,21186.92,42373.84,CIB,cancelled,2025-12-05
ORD0671,Amina,Belkacem,amina.belkacem312@email.com,31,Oran,USB Cable,Electronics,4.0,19742.81,78971.24,CIB,pending,2025-05-05
ORD0799,Yasmine,Hamidi,yasmine.hamidi900@email.com,63,Batna,Monitor,Networking,9.0,143633.87,1292704.83,BaridiMob,shipped,2025-11-09
ORD0987,Karim,Belkacem,karim.belkacem972@email.com,21,Setif,Webcam,Storage,6.0,66874.06,401244.36,Cash,shipped,2025-02-05
ORD0166,Bilal,Larbi,,58,Batna,Tablet,Storage,6.0,67345.88,404075.28,BaridiMob,returned,2025-07-09
ORD0931,Omar,Mansouri,omar.mansouri130@email.com,44,Constantine,Headphones,Networking,5.0,8403.26,42016.3,BaridiMob,pending,2025-11-20
ORD0179,Amine,Bouzid,amine.bouzid176@email.com,20,Biskra,SSD,Networking,6.0,126458.24,758749.44,Credit Card,completed,2025-01-03
ORD0694,Ahmed,Cherif,ahmed.cherif334@email.com,48,Oran,Webcam,Storage,10.0,77456.59,774565.9,Dahabia,shipped,2025-01-23
ORD0066,Meriem,Cherif,meriem.cherif777@email.com,43,Annaba,USB Cable,Storage,8.0,67502.1,540016.8,Cash,completed,2025-05-08
ORD0142,Amina,Saidi,amina.saidi382@email.com,39,Chlef,Keyboard,Storage,7.0,116282.49,813977.43,Credit Card,completed,2025-11-21
ORD0986,Omar,Meziane,omar.meziane251@email.com,65,Alger,Laptop,Networking,7.0,22882.73,160179.11,CIB,cancelled,2025-12-05
ORD0352,Sara,Mebarki,sara.mebarki370@email.com,61,Sidi Bel Abbes,Monitor,Peripherals,6.0,123614.19,741685.14,Credit Card,cancelled,2025-11-04
ORD0862,Khaled,Mansouri,khaled.mansouri686@email.com,38,Alger,Monitor,Electronics,3.0,108739.72,326219.16,Cash,cancelled,2025-09-04
ORD0441,Amina,Belkacem,amina.belkacem703@email.com,24,Blida,Smartwatch,Storage,10.0,88794.1,887941.0,CIB,cancelled,2025-07-05
ORD0347,Amina,Hamidi,amina.hamidi413@email.com,48,Constantine,SSD,Networking,7.0,6297.99,44085.93,BaridiMob,pending,2025-01-24
ORD0255,Khaled,Boudiaf,khaled.boudiaf817@email.com,60,Setif,Router,Electronics,7.0,101110.16,707771.12,CIB,shipped,2025-04-09
ORD0695,Amine,Benali,amine.benali325@email.com,31,Batna,SSD,Storage,6.0,86094.53,516567.18,Dahabia,completed,2025-12-22
ORD0345,Fatima,Taleb,fatima.taleb154@email.com,24,Constantine,SSD,Networking,10.0,113877.42,1138774.2,Cash,completed,2025-10-25
ORD0222,Khaled,Ferhat,khaled.ferhat885@email.com,56,Mostaganem,Laptop,Accessories,9.0,149025.77,1341231.93,CIB,returned,2025-06-19
ORD0236,Sara,Larbi,sara.larbi654@email.com,44,Biskra,Smartwatch,Networking,8.0,99063.01,792504.08,Cash,completed,2025-09-18
ORD0548,Yasmine,Ferhat,yasmine.ferhat6@email.com,-1,Djelfa,Smartwatch,Storage,4.0,32922.64,131690.56,Dahabia,cancelled,2025-07-15
ORD0500,Nour,Saidi,,36,Alger,RAM 16GB,Networking,7.0,28885.48,202198.36,Dahabia,returned,2025-03-20
ORD0596,Omar,Zidane,omar.zidane508@email.com,40,Mostaganem,Headphones,Storage,4.0,99269.76,397079.04,CIB,pending,2025-10-24
ORD0941,Rachid,Saidi,rachid.saidi10@email.com,49,Alger,Headphones,Storage,4.0,13169.2,52676.8,Credit Card,pending,2025-07-04
ORD0250,Ali,Boudiaf,ali.boudiaf150@email.com,33,Alger,Tablet,Storage,5.0,63454.8,317274.0,Dahabia,completed,2025-06-09
ORD0463,Djamila,Benali,djamila.benali783@email.com,35,Tiaret,Printer,Electronics,8.0,55993.88,447951.04,BaridiMob,cancelled,2025-10-28
ORD0382,Samira,Mansouri,samira.mansouri908@email.com,55,Mostaganem,Tablet,Electronics,3.0,104577.4,313732.2,Cash,pending,2025-02-14
ORD0072,Fatima,Zidane,fatima.zidane67@email.com,54,Batna,Webcam,Electronics,10.0,94602.13,946021.3,Cash,pending,2025-03-26
ORD0095,Fatima,Ferhat,fatima.ferhat649@email.com,21,Sidi Bel Abbes,Router,Electronics,8.0,25371.54,202972.32,BaridiMob,completed,2025-01-11
ORD0034,Amine,Cherif,amine.cherif152@email.com,33,Batna,Tablet,Electronics,5.0,55015.4,275077.0,Cash,shipped,2025-04-22
ORD0260,Amine,Belkacem,amine.belkacem513@email.com,64,Constantine,Mouse,Electronics,8.0,16130.13,129041.04,Dahabia,completed,2025-02-27
ORD0205,Sara,Benali,sara.benali306@email.com,50,Djelfa,SSD,Electronics,6.0,43041.97,258251.82,Credit Card,returned,2025-08-05
ORD0360,Mohamed,Mansouri,mohamed.mansouri144@email.com,20,Sidi Bel Abbes,Laptop,Storage,5.0,39284.23,196421.15,Dahabia,cancelled,2025-07-24
ORD0602,Lina,Khelifi,lina.khelifi743@email.com,31,Setif,Keyboard,Accessories,1.0,4043.22,4043.22,Cash,completed,2025-10-22
ORD0399,Khaled,Khelifi,khaled.khelifi215@email.com,62,Djelfa,USB Cable,Peripherals,6.0,138218.17,829309.02,CIB,pending,2025-09-18
ORD0078,Djamila,Belkacem,djamila.belkacem845@email.com,52,Djelfa,Smartwatch,Peripherals,8.0,19090.87,152726.96,BaridiMob,cancelled,2025-05-17
ORD0085,Meriem,Meziane,meriem.meziane30@email.com,32,Biskra,SSD,Accessories,3.0,46957.15,140871.45,Cash,returned,2025-07-03
ORD0320,Djamila,Khelifi,djamila.khelifi31@email.com,55,Chlef,Power Bank,Peripherals,1.0,121393.76,121393.76,Dahabia,returned,2025-06-25
ORD0083,Ali,Saidi,ali.saidi119@email.com,30,Mostaganem,Headphones,Networking,1.0,98820.23,98820.23,Credit Card,cancelled,2025-07-02
ORD0948,Omar,Belkacem,omar.belkacem524@email.com,63,Constantine,Monitor,Peripherals,2.0,129692.94,259385.88,CIB,cancelled,2025-04-16
ORD0708,Mohamed,Zidane,mohamed.zidane599@email.com,46,Sidi Bel Abbes,Headphones,Accessories,7.0,33092.25,231645.75,Cash,pending,2025-04-09
ORD0539,Bilal,Mebarki,bilal.mebarki253@email.com,65,Batna,Headphones,Electronics,10.0,110432.1,1104321.0,Dahabia,shipped,2025-07-20
ORD0544,Amine,Mebarki,amine.mebarki730@email.com,63,Chlef,Monitor,Storage,2.0,37887.3,75774.6,CIB,completed,2025-02-04
ORD0826,Ali,Belkacem,ali.belkacem179@email.com,19,Blida,Router,Networking,4.0,27191.94,108767.76,Cash,pending,2025-05-04
ORD0429,Yasmine,Mebarki,yasmine.mebarki553@email.com,50,Tlemcen,RAM 16GB,Accessories,6.0,59178.5,355071.0,Credit Card,shipped,2025-03-15
ORD0310,Amine,Meziane,amine.meziane160@email.com,31,Alger,Tablet,Storage,8.0,47447.98,379583.84,Cash,returned,2025-06-25
ORD0006,Youssef,Zidane,youssef.zidane239@email.com,31,Tiaret,Smartphone,Storage,5.0,68284.84,341424.2,BaridiMob,pending,2025-06-12
ORD0789,Sara,Boudiaf,sara.boudiaf883@email.com,34,Chlef,Laptop,Peripherals,7.0,27485.95,192401.65,Cash,returned,2025-06-13
ORD0105,Rachid,Zidane,rachid.zidane824@email.com,61,Bejaia,Mouse,Electronics,7.0,2580.84,18065.88,Credit Card,completed,2025-08-12
ORD0098,Bilal,Mebarki,bilal.mebarki295@email.com,45,Biskra,Printer,Accessories,2.0,66538.6,133077.2,BaridiMob,returned,2025-05-21
ORD0297,Sara,Hamidi,sara.hamidi683@email.com,40,Sidi Bel Abbes,RAM 16GB,Accessories,,2393.41,4786.82,CIB,completed,2025-03-16
ORD0409,Mohamed,Cherif,mohamed.cherif226@email.com,40,Constantine,Printer,Electronics,9.0,24325.89,-218933.01,Credit Card,returned,2025-07-03
ORD0446,Ali,Khelifi,ali.khelifi6@email.com,31,Sidi Bel Abbes,USB Cable,Electronics,10.0,78619.82,786198.2,Credit Card,completed,2025-07-21
ORD0904,Omar,Cherif,omar.cherif680@email.com,36,Djelfa,SSD,Accessories,2.0,59599.2,119198.4,Credit Card,cancelled,2025-06-05
ORD0282,Mohamed,Cherif,mohamed.cherif592@email.com,47,Constantine,SSD,Storage,6.0,134176.12,805056.72,Cash,completed,2025-02-21
ORD0267,Amine,Meziane,amine.meziane357@email.com,61,Blida,Router,Storage,10.0,26292.86,262928.6,BaridiMob,returned,2025-10-03
ORD0740,Samira,Meziane,samira.meziane775@email.com,39,Batna,Power Bank,Peripherals,10.0,28360.2,283602.0,Dahabia,completed,2025-01-17
ORD0887,Omar,Khelifi,omar.khelifi499@email.com,65,Constantine,Printer,Electronics,8.0,85280.27,682242.16,CIB,pending,2025-04-02
ORD0535,Ali,Bouzid,ali.bouzid798@email.com,54,Annaba,Smartphone,Accessories,3.0,4416.63,13249.89,Credit Card,returned,2025-05-20
ORD0433,Sara,Mansouri,sara.mansouri332@email.com,29,Alger,USB Cable,Networking,5.0,125313.4,626567.0,BaridiMob,returned,2025-09-19
ORD0912,Sara,Meziane,sara.meziane365@email.com,58,Tlemcen,Tablet,Electronics,2.0,147051.38,294102.76,BaridiMob,returned,2025-07-05
ORD0657,Hana,Saidi,hana.saidi360@email.com,28,Setif,Webcam,Networking,2.0,32746.43,65492.86,Dahabia,cancelled,2025-08-10
ORD0119,Samira,Meziane,samira.meziane813@email.com,47,Sidi Bel Abbes,Smartphone,Networking,4.0,64795.46,259181.84,CIB,cancelled,2025-06-27
ORD0406,Youssef,Bouzid,youssef.bouzid986@email.com,26,Constantine,USB Cable,Networking,2.0,56891.13,113782.26,Dahabia,shipped,2025-09-09
ORD0251,Meriem,Larbi,meriem.larbi632@email.com,39,,Webcam,Electronics,3.0,46046.37,138139.11,Dahabia,shipped,2025-10-13
ORD0378,Omar,Meziane,omar.meziane799@email.com,21,Bejaia,Smartphone,Electronics,5.0,96828.35,484141.75,Dahabia,shipped,2025-05-15
ORD0616,Nour,Belkacem,nour.belkacem665@email.com,55,Constantine,Laptop,Accessories,1.0,135747.02,135747.02,Cash,cancelled,2025-10-06
ORD0010,Ali,Bouzid,ali.bouzid253@email.com,32,Sidi Bel Abbes,Printer,Networking,5.0,112178.56,560892.8,Dahabia,returned,2025-07-12
ORD0358,Yasmine,Mansouri,yasmine.mansouri609@email.com,-1,Djelfa,Keyboard,Peripherals,2.0,72519.89,145039.78,BaridiMob,shipped,2025-11-11
ORD0197,Lina,Mansouri,lina.mansouri791@email.com,32,Tiaret,USB Cable,Peripherals,10.0,72884.93,728849.3,CIB,shipped,2025-09-10
ORD0632,Djamila,Mebarki,djamila.mebarki175@email.com,48,Djelfa,Printer,Accessories,2.0,62048.57,124097.14,Credit Card,cancelled,2025-04-19
ORD0082,Amina,Saidi,amina.saidi422@email.com,38,Sidi Bel Abbes,Webcam,Peripherals,7.0,122128.12,854896.84,Credit Card,completed,2025-08-03
ORD0527,Lina,Zidane,lina.zidane111@email.com,56,Oran,Keyboard,Storage,4.0,146979.03,587916.12,Credit Card,completed,2025-06-16
ORD0831,Meriem,Ferhat,meriem.ferhat680@email.com,47,Djelfa,Smartphone,Accessories,9.0,58523.32,526709.88,Credit Card,shipped,2025-08-17
ORD0906,Fatima,Hamidi,fatima.hamidi869@email.com,63,Sidi Bel Abbes,SSD,Storage,4.0,74506.32,298025.28,Dahabia,completed,2025-06-05
ORD0240,Ahmed,Belkacem,ahmed.belkacem176@email.com,31,Alger,Webcam,Storage,6.0,85095.57,510573.42,Cash,returned,2025-01-08
ORD0324,Nour,Larbi,nour.larbi225@email.com,63,Oran,Printer,Storage,1.0,50094.23,50094.23,Credit Card,pending,2025-03-11
ORD0212,Khaled,Ferhat,khaled.ferhat254@email.com,25,Biskra,Power Bank,Networking,2.0,79063.25,158126.5,Credit Card,shipped,2025-02-19
ORD0847,Nour,Hamidi,nour.hamidi676@email.com,44,Bejaia,Smartphone,Storage,1.0,55613.51,55613.51,Cash,pending,2025-06-28
ORD0549,Djamila,Larbi,djamila.larbi7@email.com,27,Annaba,Smartwatch,Networking,5.0,93155.02,465775.1,Credit Card,pending,2025-01-06
ORD0498,Lina,Saidi,lina.saidi750@email.com,34,Tlemcen,Keyboard,Networking,9.0,24471.34,220242.06,,pending,2025-08-10
ORD0228,Khaled,Ferhat,khaled.ferhat780@email.com,30,Djelfa,USB Cable,Networking,4.0,72169.43,288677.72,BaridiMob,shipped,2025-01-07
ORD0892,Lina,Mansouri,lina.mansouri409@email.com,62,Batna,SSD,Electronics,6.0,131025.08,786150.48,Cash,completed,2025-08-28
ORD0815,Sara,Hamidi,sara.hamidi871@email.com,18,Batna,Headphones,Electronics,10.0,112918.52,1129185.2,CIB,returned,2025-11-20
ORD0829,Lina,Saidi,lina.saidi614@email.com,27,Batna,RAM 16GB,Accessories,1.0,114580.82,114580.82,Credit Card,pending,2025-09-10
ORD0178,Ali,Khelifi,ali.khelifi651@email.com,55,Bejaia,Keyboard,Accessories,5.0,92357.03,461785.15,Cash,returned,2025-11-06
ORD0975,Hana,Khelifi,hana.khelifi944@email.com,40,,RAM 16GB,Storage,2.0,74027.18,148054.36,Cash,pending,2025-02-10
ORD0434,Rachid,Mansouri,rachid.mansouri388@email.com,40,Blida,SSD,Electronics,9.0,38112.17,343009.53,CIB,returned,2025-07-12
ORD0944,Khaled,Meziane,khaled.meziane195@email.com,30,Setif,Laptop,Accessories,7.0,63447.84,444134.88,BaridiMob,completed,2025-03-22
ORD0517,Youssef,Khelifi,youssef.khelifi443@email.com,21,Setif,Power Bank,Storage,3.0,20262.26,60786.78,Cash,cancelled,2025-10-24
ORD0351,Omar,Ferhat,omar.ferhat872@email.com,47,Bejaia,Smartwatch,Networking,1.0,26473.73,26473.73,UNKNOWN,completed,2025-04-02
ORD0519,Meriem,Taleb,meriem.taleb668@email.com,35,,Monitor,Networking,10.0,149563.28,1495632.8,Credit Card,pending,2025-04-03
ORD0008,Ali,Mebarki,ali.mebarki656@email.com,38,Sidi Bel Abbes,Printer,Accessories,6.0,126506.36,759038.16,Cash,pending,2025-01-26
ORD0156,Nour,Hamidi,nour.hamidi125@email.com,19,Oran,Monitor,Storage,10.0,68838.49,688384.9,Cash,cancelled,2025-10-18
ORD0945,Meriem,Mansouri,meriem.mansouri273@email.com,64,Alger,Headphones,Storage,9.0,74587.36,671286.24,CIB,shipped,2025-07-17
ORD0439,Karim,Taleb,karim.taleb614@email.com,48,Djelfa,RAM 16GB,Electronics,5.0,142114.45,710572.25,CIB,cancelled,2025-10-16
ORD0330,Youssef,Khelifi,youssef.khelifi356@email.com,22,Blida,Tablet,Electronics,,67271.18,403627.08,BaridiMob,pending,2025-04-23
ORD0543,Fatima,Bouzid,fatima.bouzid798@email.com,47,Djelfa,Smartwatch,Networking,3.0,59263.47,177790.41,BaridiMob,cancelled,2025-01-06
ORD0440,Amina,Khelifi,amina.khelifi851@email.com,34,Batna,SSD,Accessories,10.0,123157.75,1231577.5,CIB,returned,2025-11-17
ORD0810,Rachid,Khelifi,rachid.khelifi343@email.com,30,,Smartwatch,Networking,1.0,148544.56,148544.56,CIB,cancelled,2025-02-08
ORD0901,Youssef,Mansouri,youssef.mansouri352@email.com,25,Batna,Smartwatch,Storage,9.0,144954.08,1304586.72,Dahabia,pending,2025-04-09
ORD0371,Samira,Mebarki,samira.mebarki704@email.com,32,Constantine,Mouse,Storage,6.0,112642.28,675853.68,CIB,cancelled,2025-01-08
ORD0605,Ali,Bouzid,ali.bouzid800@email.com,46,Alger,Keyboard,Electronics,7.0,58594.27,410159.89,Cash,shipped,2025-05-06
ORD0974,Karim,Mebarki,karim.mebarki857@email.com,59,Batna,Tablet,Electronics,4.0,4088.13,16352.52,Dahabia,cancelled,2025-03-12
ORD0594,Djamila,Hamidi,djamila.hamidi282@email.com,41,Tiaret,Keyboard,Electronics,2.0,90771.32,181542.64,Credit Card,pending,2025-11-15
ORD0877,Omar,Cherif,omar.cherif745@email.com,48,Constantine,Keyboard,Storage,8.0,46224.17,369793.36,BaridiMob,cancelled,2025-09-20
ORD0555,Ali,Cherif,ali.cherif589@email.com,29,Djelfa,Mouse,Accessories,10.0,84613.83,846138.3,Credit Card,cancelled,2025-08-26
ORD0754,Ahmed,Taleb,ahmed.taleb591@email.com,57,Blida,Printer,Electronics,5.0,133985.14,669925.7,Dahabia,cancelled,2025-02-16
ORD0874,Bilal,Hamidi,bilal.hamidi169@email.com,46,Sidi Bel Abbes,Monitor,Accessories,7.0,26877.11,-188139.77,CIB,shipped,2025-05-19
ORD0533,Karim,Mebarki,karim.mebarki139@email.com,64,Batna,Smartwatch,Accessories,10.0,137608.26,1376082.6,BaridiMob,completed,2025-09-18
ORD0867,Mohamed,Zidane,mohamed.zidane683@email.com,58,Tlemcen,Smartphone,Peripherals,1.0,91475.73,91475.73,Credit Card,cancelled,2025-07-17
ORD0229,Fatima,Belkacem,fatima.belkacem773@email.com,36,Tlemcen,Smartwatch,Accessories,10.0,105713.4,-1057134.0,Dahabia,pending,2025-09-11
ORD0391,Bilal,Saidi,bilal.saidi373@email.com,60,Tiaret,Laptop,Accessories,8.0,50129.91,401039.28,Credit Card,returned,2025-08-23
ORD0760,Fatima,Cherif,fatima.cherif230@email.com,62,Tlemcen,Keyboard,Peripherals,6.0,115521.4,693128.4,null,shipped,2025-03-28
ORD0213,Sara,Zidane,sara.zidane561@email.com,25,Chlef,Printer,Accessories,10.0,80730.69,807306.9,CIB,shipped,2025-09-15
ORD0080,Amine,Benali,amine.benali784@email.com,46,Biskra,Router,Peripherals,10.0,6514.64,65146.4,CIB,cancelled,2025-09-21
ORD0149,Nour,Boudiaf,nour.boudiaf626@email.com,61,Setif,Power Bank,Storage,4.0,80334.67,321338.68,BaridiMob,cancelled,2025-04-12
ORD0303,Sara,Bouzid,,23,Mostaganem,Printer,Electronics,,10804.5,75631.5,Dahabia,shipped,2025-05-11
ORD0449,Meriem,Hamidi,meriem.hamidi315@email.com,62,Djelfa,Mouse,Storage,3.0,128322.34,384967.02,Cash,pending,2025-08-26
ORD0362,Yasmine,Bouzid,,59,Alger,Webcam,Accessories,5.0,108915.4,544577.0,Credit Card,pending,2025-11-11
ORD0532,Mohamed,Boudiaf,mohamed.boudiaf556@email.com,63,Constantine,Monitor,Accessories,10.0,81432.4,814324.0,CIB,pending,2025-05-23
ORD0530,Sara,Mansouri,sara.mansouri264@email.com,60,Chlef,Headphones,Electronics,9.0,142392.9,1281536.1,CIB,pending,2025-06-13
